,0,1,2,3,4,5
Rabgap1l,29,29,42,23,36,13
Rc3h1,33,43,44,36,50,17
Serpinc1,1,1,2,2,3,0
Zbtb37,36,42,47,23,42,17
Dars2,8,9,7,16,14,4
Cenpl,3,0,1,3,2,1
Klhl20,13,9,15,8,16,4
Ankrd45,1,4,10,2,3,1
4930469G21Rik,0,0,0,1,0,0
Prdx6,2463,2787,3108,2664,3057,1800
Suco,20,32,47,35,44,20
Pigc,23,32,31,23,35,23
Gm38304,0,0,0,3,1,0
Dnm3,20,25,47,23,45,15
2810442N19Rik,0,1,0,0,0,0
Dnm3os,1,2,1,0,1,1
Mettl13,6,6,11,9,9,4
Vamp4,81,90,99,86,96,58
Myoc,0,52,1,0,31,0
Prrc2c,172,213,185,134,198,83
Fmo4,0,1,0,0,0,0
Fmo1,18,16,22,8,16,12
Fmo2,1,1,0,1,2,2
Prrx1,61,64,109,70,106,52
Gm26523,8,17,11,11,11,9
Gorab,21,13,16,11,35,11
Mettl11b,2,4,6,3,1,7
Kifap3,82,74,91,62,99,49
Scyl3,11,9,16,12,16,4
BC055324,0,0,1,0,0,0
Mettl18,4,2,12,2,6,1
Sell,0,1,0,0,0,0
Gm16587,0,3,0,0,0,0
Gm16548,0,0,0,0,1,2
F5,1,1,2,0,0,2
Slc19a2,8,10,13,9,8,2
Ccdc181,2,9,6,8,6,11
Blzf1,20,24,31,15,20,13
Nme7,36,46,42,33,40,21
Atp1b1,175,141,232,148,167,127
Sft2d2,47,48,59,56,69,32
Tiprl,77,74,102,66,87,50
Gpr161,2,5,7,4,3,3
Dcaf6,13,17,12,13,18,9
Mpc2,323,343,402,367,345,168
Adcy10,0,4,1,0,2,0
Mpzl1,43,32,56,32,46,31
Rcsd1,6,3,2,3,11,1
Creg1,142,178,200,158,207,110
Cd247,0,0,0,0,0,1
Pou2f1,67,76,103,69,91,54
Dusp27,1,0,3,0,1,0
Ildr2,46,48,68,32,41,19
Gm15853,1,2,3,1,1,0
Tada1,35,24,40,32,41,18
Pogk,17,19,29,27,28,10
Gm16701-1,1,1,0,3,0,0
Fam78b,2,1,2,0,0,2
Uck2,0,3,4,1,6,2
Tmco1,271,341,339,282,358,198
Aldh9a1,56,80,85,70,94,82
