"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Zfp322a",0.0315939017566165,4.14382831948462,0.0769097188851696,0.940183525374077,0.991071529100751,-4.98723234236275
"Ushbp1",0.0163729923632424,6.36828083047771,0.0765621389432937,0.940453274786036,0.991210091234047,-5.50403195114214
"Odc1",-0.0187685121198861,6.05488886223152,-0.0761262298532016,0.94079158570535,0.991361587409922,-5.46589954503676
"Timm10",-0.0243737611226783,4.54397690429281,-0.0759721138633229,0.940911198739468,0.991361587409922,-5.14267209733171
"Ero1l",-0.019005512535216,5.22053626864827,-0.0754784035808921,0.94129438920136,0.991361587409922,-5.31130930827838
"Zfp148",-0.0152374841955379,6.31517253695026,-0.0754197231454284,0.941339934735654,0.991361587409922,-5.50134906981052
"Xpo7",-0.0215410113608714,4.97168532320386,-0.0753817429691337,0.941369413629746,0.991361587409922,-5.24368876247837
"Cstf3",-0.0226626768155647,4.92832232198495,-0.0753076119103036,0.941426951850415,0.991361587409922,-5.23911715691995
"Dnttip1",0.0201160087485795,5.19956956828521,0.0749225093477354,0.941725862138473,0.991477413019698,-5.30451326061258
"Tdp2",0.0265119580313209,4.18951508719593,0.0748094459964666,0.941813621855463,0.991477413019698,-5.01788839110436
"Coq10a",-0.0225871520973683,4.4849776803517,-0.0744202226027258,0.942115743081735,0.991576865731743,-5.1136750458221
"Wtip",0.0302996761221339,5.80885262566058,0.0743312592458458,0.942184799167458,0.991576865731743,-5.42884859955909
"Esam",-0.0170257726513192,9.33893994912711,-0.0737347301538436,0.9426478562591,0.991864836007651,-5.65293592180896
"Zc3hc1",-0.0374405510285984,3.89411162741941,-0.073390497741382,0.942915077650909,0.991864836007651,-4.93396376805083
"Pts",0.0217376305221308,5.17447263708646,0.0732652427644686,0.943012312662872,0.991864836007651,-5.30346601980291
"Nrf1",-0.0218521627118886,4.85733760793914,-0.0730702367801852,0.943163697092843,0.991864836007651,-5.23144881118147
"Caap1",0.0208775839154792,4.58078558173239,0.0730444167107624,0.943183741560415,0.991864836007651,-5.14548283170523
"Ints1",-0.0333043939638882,4.21688346789105,-0.0725278861723006,0.943584739870447,0.991864836007651,-5.02182188639072
"Itga2b",0.0460720336564286,4.55627013411064,0.0723905652235359,0.943691349063458,0.991864836007651,-5.15812577012366
"Ccnh",-0.0190481489638341,4.94796095037384,-0.0722989802713628,0.943762451737403,0.991864836007651,-5.25240724644277
"Rab40c",-0.0289003706812976,3.95828150953657,-0.0721298630672822,0.943893748522132,0.991864836007651,-4.9707118001042
"Yipf6",0.0239368203847676,5.09076980114412,0.071920113258609,0.944056593506101,0.991864836007651,-5.2950018273802
"Add3",-0.0167922291506542,6.81733602047073,-0.0718838322415848,0.944084761536803,0.991864836007651,-5.55875537555748
"Mrpl44",-0.0238570011981906,4.69757736757755,-0.0717041767475306,0.944224244521692,0.991864836007651,-5.18045435058976
"Dph3",0.0185245617042301,6.34079429806219,0.0716346651638561,0.944278213248529,0.991864836007651,-5.50076000784949
"Lsm1",0.0178372445927704,5.20025657152101,0.0714830456970927,0.944395931479868,0.991864836007651,-5.30961194566348
"Wapl",0.014006504218449,6.30046794188817,0.0709406779692907,0.944817040364984,0.992161718431626,-5.49905127204989
"Uqcrc2",0.0118645675858505,7.056873794718,0.0704222909810568,0.945219546582112,0.992292505713402,-5.57845561114283
"Ankrd54",0.03087140073114,3.95298590476402,0.0703808631541848,0.945251714286594,0.992292505713402,-4.95090900535421
"Msh2",0.0264571664089627,4.37615941548984,0.0701640019835542,0.945420103413191,0.992292505713402,-5.06645799284372
"Uhrf2",0.0137905301587373,6.08547928050058,0.0700670337426762,0.945495398565205,0.992292505713402,-5.46755707430362
"Sp2",0.0243740299932275,4.26126273692384,0.069881087109362,0.945639786378543,0.99229873337848,-5.02659239349804
"Ubr5",-0.0187402738009108,5.8217040761837,-0.0694977370761112,0.945937464692735,0.992465789701776,-5.43111967225276
"Wars",0.0200723869398975,4.8307466845059,0.0691786450076796,0.946185252161852,0.992580459930327,-5.19647871264548
"Rpl41",-0.0160627650311577,11.4305817719568,-0.0686066061638323,0.946629477703323,0.992901136645649,-5.67850552355915
"Ywhag",0.0189013352268643,5.8654306079378,0.0680426633131856,0.947067434908662,0.993051361264141,-5.43546303235866
"Prdm2",0.0166218722951507,5.43479624042073,0.0679821590975056,0.947114423493722,0.993051361264141,-5.35953006654157
"Rbm33",0.0299622861320755,4.80702890246583,0.0678474529884515,0.947219039270877,0.993051361264141,-5.20719127510407
"Tnks1bp1",0.0180964117202646,5.25732286626443,0.0677085224573139,0.947326936927994,0.993051361264141,-5.31540296448594
"Pmepa1",0.0144770391558704,7.35342018926453,0.0673384612904103,0.947614343064638,0.993192552615718,-5.60074984099287
"Gbas",0.016931354252176,5.06825686233561,0.0671782351400347,0.947738784336388,0.993192552615718,-5.27407095958864
"Plk3",-0.0187358543971204,5.14452735007926,-0.0668257168779377,0.948012576405972,0.993334230278012,-5.28972903478088
"Sbf2",-0.0200007882270934,5.65513821362956,-0.0664510505505119,0.948303578080541,0.993493896229095,-5.40019631150775
"Polg",-0.0188586393209831,5.17884829013732,-0.0660421772710352,0.948621157215911,0.993681355417485,-5.29740010324001
"Clpx",0.0265772003651642,4.95781568704053,0.0658273178397651,0.948788046127242,0.99368718087301,-5.26020806251601
"Aldh2",-0.0106483268341116,8.68493523727479,-0.0653779156612825,0.94913712104359,0.99368718087301,-5.64698208036631
"2700029M09Rik",0.0141521092013896,5.80078988521488,0.0651758049512849,0.949294115009973,0.99368718087301,-5.42599004880413
"Nadk",0.0144811069788274,5.55410720673187,0.0650923953882577,0.949358905895866,0.99368718087301,-5.38550591330522
"Arid4a",-0.0181692310252762,6.15176210507071,-0.0647981487719211,0.949587473882267,0.99368718087301,-5.4823897581026
"Rpl4",-0.0100142751903551,9.06716145757012,-0.0644218010051456,0.949879824234006,0.99368718087301,-5.65083562859228
"Sox17",0.0164332007724823,8.33452868677069,0.0641975851546706,0.950054000837323,0.99368718087301,-5.64195121923119
"Rpf1",0.018432144821571,5.08540492629565,0.064127237794601,0.95010864903221,0.99368718087301,-5.27315713652635
"Daam1",0.0197639303286022,4.92230226783255,0.0639433394253668,0.950251508746951,0.99368718087301,-5.23231468063905
"Serinc3",0.0162604531855899,9.92062647086413,0.0639416714588755,0.950252804499444,0.99368718087301,-5.65940594644018
"Nrp2",0.0224383338562166,5.20236008374699,0.0637213329890636,0.950423974810566,0.99368718087301,-5.30315221632871
"Acvr1",0.0198368753657818,4.88115335810949,0.0629185354630913,0.951047651666889,0.99368718087301,-5.23024942546837
"Wwtr1",-0.0112174608898223,7.45638466326257,-0.0627390304063311,0.951187110192718,0.99368718087301,-5.60806974396814
"Srsf7",0.0110697714813554,6.97440004122472,0.0625842188565856,0.951307385573594,0.99368718087301,-5.57141722814933
"Cnih1",-0.014505793949146,6.22800895057255,-0.0624728581565639,0.951393904138347,0.99368718087301,-5.48813277534581
"Tspyl1",-0.0152319811672244,5.61336401506293,-0.0624636138401762,0.951401086279757,0.99368718087301,-5.39620768102346
"Cnih4",0.0109521839505161,6.66270584613952,0.0621419568068964,0.951650992531829,0.99368718087301,-5.54099471946376
"Serpinb6a",0.0133576487306005,7.62878502229626,0.0620213933913666,0.95174466375024,0.99368718087301,-5.61755842974099
"Tpd52",0.0114542033084019,7.52942144611884,0.0619522006834972,0.951798423069336,0.99368718087301,-5.61223371975553
"Etv1",0.0294469532806399,4.56550255731144,0.0618630128386487,0.951867717996149,0.99368718087301,-5.14078946794328
"Srsf10",0.0147616112715984,6.20525440705863,0.0618427482495252,0.951883462725074,0.99368718087301,-5.48589267035246
"Znrd1",0.0119255232640397,6.52154935861798,0.061712484453196,0.951984672703809,0.99368718087301,-5.52631222115964
"Mapk6",0.0202728449914327,4.57786323486655,0.0613800025155988,0.952243002474747,0.99368718087301,-5.15548718288002
"Zmat5",0.0157540568857934,5.27614906233578,0.0611475971546334,0.952423578800804,0.99368718087301,-5.32334446903217
"Klk8",-0.0428902765015898,3.48966461300119,-0.0609891819426601,0.952546667236444,0.99368718087301,-4.89447929357696
"Csad",0.0165508363805881,4.85747208734616,0.0609130895165318,0.952605791427445,0.99368718087301,-5.21470758019685
"Ipo11",-0.0193206352654148,4.97657661683553,-0.0608137406487742,0.952682986441185,0.99368718087301,-5.25833220566826
"Tmem57",0.0162809178898635,5.53419416977313,0.0606315387602701,0.952824560368673,0.99368718087301,-5.38233574705253
"Smc4",0.0175731440500445,4.77595032614658,0.0606151041293589,0.9528373304374,0.99368718087301,-5.21126529222026
"Hspa2",-0.0183735031219639,5.5499166361016,-0.0606135023680126,0.95283857504185,0.99368718087301,-5.38671834605083
"Sptlc2",0.0150374483503768,6.032535193382,0.0605025428728217,0.95292479337801,0.99368718087301,-5.4622225216636
"Cd3eap",0.0232388729648251,4.48957622164896,0.0602459592332058,0.953124167791481,0.993750496153847,-5.13132076667952
"Eps15",0.0199438988663266,5.55710862730757,0.0596751443357562,0.953567722936731,0.993806631386698,-5.38375684315833
"1110004E09Rik",-0.0237538224876814,4.57987369179757,-0.0596499054075714,0.953587335381537,0.993806631386698,-5.12891233399286
"Alg5",-0.0160341144029713,5.41823045547903,-0.0596413277450423,0.953594000843634,0.993806631386698,-5.35779261777424
