,0,1,2,3,4,5
Fcgr4,0,0,0,1,0,0
Fcgr3,0,1,3,26,16,15
Sdhc,5,8,10,11,7,8
Tomm40l,2,0,2,0,1,4
Apoa2,0,1,0,0,0,0
Fcer1g,15,8,24,50,61,18
Ndufs2,10,15,25,11,22,18
Adamts4,0,0,0,1,0,0
B4galt3,2,1,5,6,4,1
Ppox,1,2,1,2,5,2
Usp21,1,1,1,0,2,2
Ufc1,6,9,24,16,19,17
Gm20045,0,0,0,1,2,0
Dedd,1,0,3,2,3,2
Nit1,5,4,13,2,3,3
Pfdn2,20,17,41,22,26,26
Klhdc9,1,0,0,0,0,0
Pvrl4,0,0,0,0,0,1
Arhgap30,15,18,37,31,24,26
Usf1,4,4,12,8,5,8
F11r,1,0,6,11,6,2
B930036N10Rik,2,1,7,2,4,4
Alyref2,1,2,1,0,2,1
Cd244,0,0,1,0,2,1
Ly9,3,11,16,5,11,11
Slamf7,12,4,13,6,10,17
Gm37787,0,0,0,1,0,0
Cd48,22,27,54,41,38,36
Slamf1,8,1,5,8,9,9
Cd84,7,21,21,19,21,10
Gm37065,1,0,0,0,1,1
Slamf6,8,21,9,4,11,5
Vangl2,0,0,1,2,1,0
Ncstn,2,6,7,5,11,5
Copa,7,13,21,11,12,10
Pex19,3,1,4,4,3,5
Dcaf8,9,6,11,9,8,5
Pea15a,4,7,13,11,3,10
Igsf8,2,1,8,6,5,3
Atp1a2,0,2,2,2,3,2
Kcnj10,0,0,2,1,5,0
Pigm,1,2,2,1,4,0
Slamf9,0,0,0,0,1,1
Igsf9,0,0,1,0,1,0
Tagln2,52,70,130,60,67,80
Cfap45,0,0,0,0,1,0
Slamf8,0,0,0,1,0,0
Dusp23,0,0,1,2,2,3
Aim2,5,3,12,7,11,6
Gm4955,12,17,18,7,10,16
BC094916,8,1,4,1,2,8
Pydc4,4,1,5,6,3,8
Pyhin1,7,5,15,2,9,11
Pydc3,4,2,5,1,3,11
AI607873,0,0,0,0,0,1
Ifi204,0,0,0,1,0,1
Mndal,38,19,49,27,40,63
Mnda,0,1,0,1,0,0
Ifi203,31,47,73,19,35,52
Fmn2,0,0,1,0,0,0
Rgs7,0,0,1,0,1,0
Fh1,5,1,3,3,6,6
Kmo,0,0,0,1,2,0
Chml,0,0,0,1,0,0
Rbm8a2,0,0,0,0,0,1
Cep170,1,3,2,6,5,1
Sdccag8,2,2,9,3,4,2
Akt3,1,2,2,4,2,4
Zbtb18,3,0,6,2,1,0
Adss,10,11,25,6,9,11
Gm16432,0,0,0,1,0,0
Desi2,9,9,10,10,7,6
B230369F24Rik,1,0,2,0,0,0
Cox20,7,15,18,13,21,15
Gm16586,3,5,17,9,12,1
Hnrnpu,17,12,31,32,23,24
Efcab2,0,1,0,0,0,0
Smyd3,1,2,16,1,4,7
Tfb2m,0,0,3,0,1,3
Cnst,0,1,2,2,0,3
Sccpdh,2,1,3,2,5,1
Ahctf1,4,5,11,3,6,8
Cdc42bpa,1,1,4,2,3,2
Adck3,1,1,3,0,4,2
Psen2,4,16,11,6,7,6
Itpkb,26,72,107,58,59,58
Parp1,6,6,10,13,8,5
Lin9,2,1,0,3,1,2
Acbd3,11,4,6,5,6,5
H3f3a,193,180,384,235,197,189
Gm17275,1,0,0,0,0,0
Sde2,7,14,9,13,9,4
Pycr2,5,6,18,8,13,7
Lefty1,0,0,1,1,4,0
Tmem63a,2,0,6,3,4,3
2210411M09Rik,0,0,1,0,0,1
Ephx1,0,1,0,0,3,0
Nvl,3,1,5,4,5,6
Cnih4,7,6,17,11,8,9
Wdr26,10,9,19,10,12,14
A430110L20Rik,1,0,0,0,0,0
Ccdc121,0,1,0,0,0,0
Lbr,10,12,30,12,27,17
Enah,0,0,4,0,1,1
Srp9,23,49,58,45,43,45
Degs1,10,4,15,11,14,15
1700047M11Rik,0,0,1,1,2,1
Fbxo28,3,4,4,4,2,3
Trp53bp2,0,4,3,2,2,3
Capn2,5,5,8,2,5,4
Susd4,0,0,1,0,0,1
Disp1,0,1,3,1,0,0
Brox,1,1,9,4,4,2
Aida,2,1,12,6,5,5
Mia3,8,9,20,17,15,14
Taf1a,0,1,2,1,2,1
Dusp10,4,14,18,14,13,5
1700056E22Rik,1,0,3,2,0,1
Hlx,1,0,1,0,0,2
Marc2,8,11,27,19,29,28
Rab3gap2,0,1,5,3,7,2
Iars2,4,0,4,6,4,3
Bpnt1,0,2,8,2,0,2
