gene,timepoint,log2FC,p,padj
Micu3,1M,-0.5001343414951247,,
Mid1,1M,-0.24304908842801165,,
Mid1ip1,1M,-0.06527473936031924,,
Mid2,1M,-0.1763579228851917,,
Midn,1M,0.05669778328967823,,
Mief1,1M,-0.27067422083011117,,
Mief2,1M,-0.11512847200150844,,
Mien1,1M,-0.12172395927696478,,
Mier1,1M,-0.5127071148458882,,
Mier2,1M,-0.243055524854487,,
Mier3,1M,-0.2776800029893671,,
Mif,1M,0.36672889221346594,,
Mif-ps3,1M,0.16265868060144673,,
Mif4gd,1M,-0.3882779744290312,,
Miip,1M,-0.2459914528832936,,
Mill2,1M,-1.0532796156727038,,
Mina,1M,-0.3625463639365387,,
Mink1,1M,-0.3029284126149836,,
Minos1,1M,-0.2081384337578811,,
Minpp1,1M,-0.23572432974298962,,
Mios,1M,-0.43239232971612296,,
Mipep,1M,-0.41540899896946293,,
Mipol1,1M,-0.49665921763815835,,
Mir124-2hg,1M,-0.40676712565996453,,
Mir124a-1hg,1M,-0.4118864539665612,,
Mir17hg,1M,-0.37562508513229576,,
Mir22hg,1M,-0.09825026977270923,,
Mir99ahg,1M,0.06367957720806938,,
Mirg,1M,0.10955403395910857,,
Mirt1,1M,-0.5892851219112307,,
Mis12,1M,0.22911458786004957,,
Mis18a,1M,-0.2634270265889036,,
Misp,1M,0.7095197149181702,,
Mitd1,1M,-0.18083822243205105,,
Mitf,1M,-0.2175897697085949,,
Mki67,1M,-0.37646891579913566,,
Mkks,1M,-0.18201961908591713,,
Mkl1,1M,-0.29140889518775204,,
Mkl2,1M,-0.4003015115676938,,
Mkln1,1M,-0.18627260528858436,,
Mkln1os,1M,-0.5469694154823346,,
Mknk1,1M,-0.33665436109902025,,
Mknk2,1M,0.286773281600329,,
Mkrn1,1M,-0.2612653263134721,,
Mkrn2,1M,-0.18965253739975196,,
Mkrn3,1M,-1.3684827970831033,,
Mks1,1M,-1.0014113772844153,,
Mkx,1M,-0.006820158080199867,,
Mlc1,1M,0.11723928682394913,,
Mlec,1M,-0.2047149594652904,,
Mlf1,1M,-0.03194808340919142,,
Mlf2,1M,-0.05593171692370191,,
Mlh1,1M,-0.31182007345103635,,
Mlh3,1M,-0.46453403358950496,,
Mlip,1M,-0.22085842693659075,,
Mlkl,1M,-2.1229632740824185,,
Mllt1,1M,0.0026748701207459646,,
Mllt10,1M,-0.22105457058924927,,
Mllt11,1M,-0.24080724825966549,,
Mllt3,1M,-0.4472636315346694,,
Mllt4,1M,-0.7399441332170138,,
Mllt6,1M,-0.3489974691490598,,
Mlph,1M,-0.20525156400150646,,
Mlst8,1M,-0.10773299724946916,,
Mlx,1M,0.25198187248175863,,
Mlxip,1M,-0.2394098406480829,,
Mlxipl,1M,0.054438900443768645,,
Mlycd,1M,-0.1153333711181741,,
Mmaa,1M,-0.2558089956385885,,
Mmab,1M,-0.24462926843892951,,
Mmachc,1M,-0.3951968201951619,,
Mmadhc,1M,-0.34448054157392427,,
Mmd,1M,-0.35075678089684814,,
Mmd2,1M,-0.10080192013292866,,
Mme,1M,0.025572833762972813,,
Mmel1,1M,1.005986320833038,,
Mmgt1,1M,-0.30556923750098797,,
Mmgt2,1M,-0.7167891987607726,,
Mmp11,1M,0.026694101456144814,,
Mmp14,1M,-0.24092210830856065,,
Mmp15,1M,0.0011243823626649885,,
Mmp16,1M,-0.17897769984682732,,
Mmp17,1M,-0.14467401497531007,,
Mmp19,1M,-0.32320052614245753,,
Mmp2,1M,-0.3128780284874777,,
Mmp23,1M,0.26987787184620426,,
Mmp24,1M,-0.04467759277547323,,
Mmp25,1M,-0.1122252377862818,,
Mmp28,1M,-0.8177655232422634,,
Mmp9,1M,-0.22473346794504323,,
Mmrn2,1M,-0.6905545349382658,,
Mms19,1M,-0.265443518023881,,
Mms22l,1M,-0.30573764343122,,
Mn1,1M,-0.21741030508968961,,
Mnat1,1M,-0.6497187670729909,,
Mndal,1M,-0.46501174815754176,,
Mns1,1M,-0.20660074167687092,,
Mnt,1M,-0.11908448668523874,,
Moap1,1M,-0.36549445139234216,,
Mob1a,1M,-0.13261829866916486,,
Mob1b,1M,-0.43995754563340483,,
Mob2,1M,-0.2172631300015837,,
Mob3a,1M,-0.1364092852331833,,
Mob3b,1M,-0.8861215448489812,,
Mob3c,1M,-0.47757344425588055,,
Mob4,1M,0.22271871447559022,,
Mobp,1M,-0.038328047966148304,,
Mocos,1M,-0.1216256527097963,,
Mocs1,1M,-0.3311673293097348,,
Mocs2,1M,-0.19025159085629006,,
Mocs3,1M,0.0038215290105858557,,
Mog,1M,-0.23899824562998262,,
Mogs,1M,-0.1559618349230476,,
Mok,1M,-0.03689136910820956,,
Mon1a,1M,-0.1301336564499227,,
Mon1b,1M,-0.29570555327678427,,
Mon2,1M,-0.23847227086446665,,
Morc2a,1M,-0.5129575332014049,,
Morc2b,1M,-0.23118434883973737,,
Morc3,1M,-0.43284683487534004,,
Morc4,1M,-0.3339460110219239,,
Morf4l1,1M,-0.1618434040621004,,
Morf4l2,1M,-0.4393795549562185,,
Morn1,1M,-0.24809385382662974,,
Morn2,1M,-0.2778046646348322,,
Morn3,1M,-0.5131168549735339,,
Morn4,1M,-0.19536157160277234,,
Morn5,1M,-0.47597166618780795,,
Mospd1,1M,-0.3758752919855324,,
Mospd2,1M,-0.37091869700771607,,
Mospd3,1M,-0.15582918994877204,,
Mov10,1M,-0.3872087324981166,,
Moxd1,1M,-0.4398259032439018,,
Mpc1,1M,0.24966141601171188,,
Mpc2,1M,-0.3011525201403966,,
Mpdu1,1M,0.13271231604006672,,
Mpdz,1M,-0.43052420329341246,,
Mpeg1,1M,-0.16350663855799574,,
Mpg,1M,-0.5548412504094724,,
Mphosph10,1M,-0.6246277654456565,,
Mphosph6,1M,-0.5522485607875032,,
Mphosph8,1M,-0.605414215803064,,
Mphosph9,1M,-0.36868543019742184,,
Mpi,1M,-0.03931855217754254,,
Mplkip,1M,-0.362707062477992,,
Mpnd,1M,-0.09853632257448197,,
Mpp1,1M,-0.18317641696035025,,
Mpp2,1M,-0.09719081333068758,,
Mpp3,1M,-0.2619255456998566,,
Mpp4,1M,-0.4803556423057165,,
Mpp5,1M,-0.46138305198496354,,
Mpp6,1M,-0.48194405208954905,,
Mpp7,1M,-0.447489454936699,,
Mppe1,1M,-0.4649350628728932,,
Mpped1,1M,0.38781769224173424,,
Mpped2,1M,-0.41385476408757604,,
Mprip,1M,-0.2409316175861047,,
Mpst,1M,-0.1877583579697042,,
Mpv17,1M,-0.37467923639075806,,
Mpv17l,1M,-0.09191897737130184,,
Mpv17l2,1M,-0.3196193084967387,,
Mpzl1,1M,-0.4747079783468955,,
Mpzl2,1M,0.32028265336731465,,
Mpzl3,1M,-0.0052306037139358,,
Mr1,1M,-0.21772630912064805,,
Mrap,1M,0.9852765777366082,,
Mrap2,1M,-0.342682820750829,,
Mras,1M,-0.08334078731332362,,
Mrc1,1M,-0.49314985866902017,,
Mrc2,1M,-0.43173163469374565,,
Mre11a,1M,-0.9785259968802933,,
Mreg,1M,0.3988284478743527,,
Mrfap1,1M,-0.41630397560391863,,
Mrgbp,1M,-0.02309798392880502,,
Mrgpre,1M,-0.5873646243034152,,
Mrgprf,1M,-0.8429303451207932,,
Mri1,1M,-0.35826331579696813,,
Mrip-ps,1M,-0.3065965145101046,,
Mrm1,1M,-0.16844329198598107,,
Mro,1M,-0.2196802787575649,,
Mroh1,1M,-0.27689795776506365,,
Mroh3,1M,0.42329311813557213,,
Mroh5,1M,-0.4826021382747543,,
Mroh6,1M,-1.229679007751327,,
Mroh7,1M,-0.39967357689763006,,
Mroh8,1M,-0.49894693717827154,,
Mrpl1,1M,-0.3294960407750178,,
Mrpl10,1M,-0.14338226069263982,,
Mrpl11,1M,-0.3760006654404844,,
Mrpl12,1M,-0.0426514514052343,,
Mrpl13,1M,-0.2945568747623337,,
Mrpl14,1M,0.07841592409753861,,
Mrpl15,1M,-0.49829361756525614,,
Mrpl16,1M,-0.3662957338469468,,
Mrpl17,1M,-0.35344230464718684,,
Mrpl18,1M,-0.41537781221679815,,
Mrpl19,1M,-0.2544151171174178,,
Mrpl2,1M,0.33195919089158465,,
Mrpl20,1M,-0.11640394191220871,,
Mrpl21,1M,-0.14711965734454502,,
Mrpl22,1M,-0.33513521794024914,,
Mrpl23,1M,-0.10390265156374845,,
Mrpl24,1M,-0.16847687769129216,,
Mrpl27,1M,-0.06020000280411253,,
Mrpl28,1M,-0.25869506662542996,,
Mrpl3,1M,-0.4524679771386815,,
Mrpl30,1M,-0.4300484926759065,,
Mrpl32,1M,-0.8765001972022324,,
Mrpl33,1M,-0.15297185733351348,,
Mrpl34,1M,-0.28744133694438556,,
Mrpl35,1M,-0.21150444512123023,,
Mrpl36,1M,-0.1262750262420127,,
Mrpl37,1M,-0.25848505359261686,,
Mrpl38,1M,-0.33891218239016396,,
Mrpl39,1M,-0.31725295706862333,,
Mrpl4,1M,-0.07980287824791077,,
Mrpl40,1M,-0.38351718298275017,,
Mrpl41,1M,-0.3755594695085236,,
Mrpl42,1M,-0.299524484266275,,
Mrpl43,1M,-0.13223783105132902,,
Mrpl44,1M,-0.33768517054115677,,
Mrpl45,1M,-0.30992345232582963,,
Mrpl46,1M,-0.31815504867201483,,
Mrpl47,1M,-0.4065926207406312,,
Mrpl48,1M,-0.260547769740862,,
Mrpl49,1M,-0.29144786023490354,,
Mrpl50,1M,-0.43403638770963937,,
Mrpl51,1M,-0.27161668889312907,,
Mrpl52,1M,-0.1070089504531504,,
Mrpl53,1M,-0.7045630614063088,,
Mrpl54,1M,-0.6390867788687986,,
Mrpl55,1M,0.04895585402483782,,
Mrpl57,1M,-0.34896047038634315,,
Mrpl9,1M,-0.37533556780431176,,
Mrps10,1M,-0.3447564091771351,,
Mrps11,1M,-0.14950804003092877,,
Mrps12,1M,-0.08304539888265694,,
Mrps14,1M,-0.27959636975752034,,
Mrps15,1M,-0.28155253679326897,,
Mrps16,1M,-0.2542394065100355,,
Mrps17,1M,-0.2276854889740978,,
Mrps18a,1M,-0.15600473809276494,,
Mrps18b,1M,-0.4430847057354699,,
Mrps18c,1M,-0.1283079282213997,,
Mrps2,1M,-0.3426079675623601,,
Mrps21,1M,0.04533815515785378,,
Mrps22,1M,-0.2603806618312383,,
Mrps23,1M,-0.4691535965347047,,
Mrps24,1M,0.2085347959755932,,
Mrps25,1M,-0.24601196566549177,,
Mrps26,1M,-0.34676056105434405,,
Mrps27,1M,-0.17857756911627654,,
Mrps28,1M,-0.08913039256287902,,
Mrps30,1M,-0.364755820654624,,
Mrps31,1M,-0.4554497683950913,,
Mrps33,1M,-0.3341939308746671,,
Mrps34,1M,-0.23304558042827317,,
Mrps35,1M,-0.26546722522534694,,
Mrps36,1M,-0.21502671244908989,,
Mrps5,1M,-0.4807415854776522,,
Mrps6,1M,-0.06661171692257639,,
Mrps7,1M,-0.3299488320880002,,
Mrps9,1M,-0.31725747248363767,,
Mrrf,1M,-0.3196973239045704,,
Mrs2,1M,-0.35277808319671955,,
Mrto4,1M,-0.05800634952640671,,
Mrto4-ps2,1M,-0.9373102347555813,,
Mrvi1,1M,-0.6207814200400508,,
Ms4a6b,1M,0.01788195411091742,,
Ms4a6c,1M,0.05392086619917169,,
Ms4a6d,1M,0.9857716687686677,,
Ms4a7,1M,-1.0703874733416607,,
Msantd1,1M,-0.557074578988165,,
Msantd2,1M,-0.6500107500618091,,
Msantd3,1M,-0.09634362652731987,,
Msantd4,1M,-0.38651038228666756,,
Msc,1M,-0.42598004424579017,,
Msh2,1M,-0.45041926030755164,,
Msh3,1M,-0.5119764896241072,,
Msh6,1M,-0.375355622729888,,
Msi1,1M,-0.16529223064131315,,
Msi2,1M,-0.22312044345964566,,
Msl1,1M,-0.47926734956307726,,
Msl2,1M,-0.8525159149585644,,
Msl3,1M,-0.1520596485539869,,
Msl3l2,1M,-0.22125819695280136,,
Msln,1M,-1.0748020045968198,,
Msmo1,1M,-0.6232603039676867,,
Msn,1M,-0.19829608663248166,,
Msra,1M,-0.42941747738510117,,
Msrb1,1M,-0.08353663521815591,,
Msrb2,1M,-0.27527792870941603,,
Msrb3,1M,-0.256476762919684,,
Mss51,1M,-0.02582195210300542,,
Mst1r,1M,-0.12416857963366557,,
Msto1,1M,-0.2154688649530634,,
Msx1,1M,0.18560894203422773,,
Msx2,1M,-1.1632112432504949,,
Mt1,1M,0.3258577966056002,,
Mt2,1M,0.04348721338392458,,
Mt3,1M,0.3059597673958123,,
Mta1,1M,-0.11232873463645632,,
Mta2,1M,-0.22372681918807835,,
Mta3,1M,-0.09446220525047622,,
Mtag2,1M,-0.49038878674318287,,
Mtap,1M,-0.48039742025046994,,
Mtbp,1M,0.017838214661966667,,
Mtch1,1M,-0.11303855999283385,,
Mtch2,1M,-0.25148200862514614,,
Mtcl1,1M,-0.2758280991106936,,
Mtcp1,1M,-0.5132801062908232,,
Mtdh,1M,-0.714903809812462,,
Mterf1a,1M,-0.0407869778036174,,
Mterf1b,1M,-0.0013639236565090584,,
Mterf2,1M,-0.5774660314085436,,
Mterf3,1M,-0.46598850565868677,,
Mterf4,1M,-0.13830167148077166,,
Mtf1,1M,-0.1721645223232109,,
Mtf2,1M,-0.10517477663988828,,
Mtfmt,1M,-0.010650867720628732,,
Mtfp1,1M,0.12232166927629429,,
Mtfr1,1M,0.09924087981471441,,
Mtfr1l,1M,-0.19554268911594086,,
Mtfr2,1M,-1.3779747596328584,,
Mtg1,1M,-0.24981821982367336,,
Mtg2,1M,-0.2938884300310445,,
Mthfd1,1M,-0.3030619703597921,,
Mthfd1l,1M,-0.3970512611404615,,
Mthfd2,1M,0.03763963303650897,,
Mthfd2l,1M,-0.19404780581149428,,
Mthfr,1M,-0.7326216310301952,,
Mthfs,1M,-0.32832960503387465,,
Mthfsd,1M,-0.29040598487438096,,
Mthfsl,1M,-0.03357592502546769,,
Mtif2,1M,-0.7633523857089308,,
Mtif3,1M,-0.10566583985276878,,
Mtm1,1M,-0.24967946669943686,,
Mtmr1,1M,-0.20891784985296447,,
Mtmr10,1M,-0.3074007368230056,,
Mtmr11,1M,-0.6948488728371327,,
Mtmr12,1M,-0.35970645061143003,,
Mtmr14,1M,-0.3122327201894315,,
Mtmr2,1M,-0.3569549873583302,,
Mtmr3,1M,-0.39574969928988146,,
Mtmr4,1M,-0.1727139151567414,,
Mtmr6,1M,-0.3208672918920463,,
Mtmr7,1M,-0.39881077762007777,,
Mtmr9,1M,-0.32597512491810576,,
Mto1,1M,-0.10374741247993668,,
Mtor,1M,-0.2617265375669291,,
Mtpap,1M,-0.943152305069229,,
Mtpn,1M,-0.4325629488482612,,
Mtr,1M,-0.41775492752267507,,
Mtrf1,1M,-0.764226525720292,,
Mtrf1l,1M,-0.18694225609840665,,
Mtrr,1M,-0.22051608184595217,,
Mtss1,1M,-0.34274404523427116,,
Mtss1l,1M,-0.25505187767517334,,
Mttp,1M,-0.6263446901137337,,
Mturn,1M,-0.21436080581618633,,
Mtus1,1M,-0.3769764851883082,,
Mtus2,1M,-0.23386858324549742,,
Mtx1,1M,-0.12728225523386705,,
Mtx2,1M,-0.3163905617402243,,
Mtx3,1M,-0.3587268033167348,,
Muc1,1M,-1.2416263629764348,,
Muc3a,1M,-0.39202806251164013,,
Mul1,1M,-0.21326416579324992,,
Mum1,1M,-0.2667286166299654,,
Mum1l1,1M,-0.4493643157350258,,
Mup-ps25,1M,-0.36207498835264795,,
Murc,1M,-0.08825898922004072,,
Mus81,1M,-0.16579430321647237,,
Musk,1M,0.4757324705926962,,
Mustn1,1M,-1.4557090873752045,,
Mut,1M,-0.39547531619862397,,
Mutyh,1M,-0.2170386057594058,,
Mvb12a,1M,-0.005377112642273474,,
Mvb12b,1M,-0.14426855756088308,,
Mvd,1M,0.1252528366257888,,
Mvk,1M,-0.16960061196417797,,
Mvp,1M,-0.28943842023608113,,
Mx2,1M,-1.007224737188933,,
Mxd1,1M,-0.1496360060378148,,
Mxd3,1M,-0.033024508138005615,,
Mxd4,1M,-0.2834710615774192,,
Mxi1,1M,-0.11724986758867928,,
Mxra7,1M,-0.31728675198437184,,
Mxra8,1M,-0.32098112729873307,,
Myadm,1M,-0.2766439599106789,,
Myadml2,1M,-0.4942375317352381,,
Myb,1M,0.8876424358698585,,
Mybbp1a,1M,-0.3921622742180979,,
Mybl1,1M,-0.9925164466605727,,
Mybl2,1M,-0.3010432503065701,,
Mybpc1,1M,-0.3112956846791137,,
Mybpc2,1M,0.8112781244591329,,
Myc,1M,0.08308579133861205,,
Mycbp,1M,-0.4433306871661067,,
Mycbp2,1M,-0.1753829800542146,,
Mycbpap,1M,0.06590240161260574,,
Mycl,1M,-0.2542219605070901,,
Mycn,1M,-0.1568351839383091,,
Myct1,1M,0.36454945145186324,,
Myd88,1M,-0.4386188385515002,,
Mydgf,1M,-0.07288480181829904,,
Myef2,1M,-0.1325979331787277,,
Myeov2,1M,-0.1221862125597486,,
Myg1,1M,-0.21171675495391007,,
Myh1,1M,0.8770367259175815,,
Myh10,1M,-0.40754138248010285,,
Myh11,1M,-0.8907947743294216,,
Myh14,1M,-0.29197772289403545,,
Myh15,1M,-0.6724712694379491,,
Myh3,1M,-0.6131735723006511,,
Myh7,1M,-0.29146874309325455,,
Myh7b,1M,-0.2806462135752099,,
Myh8,1M,-0.005564990018568139,,
Myh9,1M,-0.26745137438891575,,
Myl1,1M,-0.32582339223126544,,
Myl12a,1M,-0.001133132544197224,,
Myl12b,1M,-0.11514319354493807,,
Myl4,1M,0.027713567621233892,,
Myl6,1M,0.007105570330729449,,
Myl6b,1M,-0.26906275549552205,,
Myl9,1M,-0.6402385747540347,,
Mylip,1M,-0.472157961945344,,
Mylk,1M,-0.699283275099857,,
Mylk3,1M,-0.31409040327418847,,
Mylpf,1M,0.017278611018184176,,
Mynn,1M,-0.3052082507343199,,
Myo10,1M,-0.4017762348600389,,
Myo15,1M,0.8740803670683839,,
Myo15b,1M,0.3183282501222089,,
Myo16,1M,-0.21387551392726145,,
Myo18a,1M,-0.25377548349190704,,
Myo18b,1M,-0.4051058738274005,,
Myo19,1M,-0.672162227573132,,
Myo1a,1M,0.06089514805733387,,
Myo1b,1M,-0.48562140242037355,,
Myo1c,1M,-0.38636432305243673,,
Myo1d,1M,-0.2915038736510862,,
Myo1e,1M,-0.2275043909146781,,
Myo1f,1M,0.2594530710123193,,
Myo1g,1M,0.8444571149898854,,
Myo1h,1M,0.6236910636878532,,
Myo3b,1M,-0.34607839041594257,,
Myo5a,1M,-0.194119955591729,,
Myo5b,1M,-0.14108553561455572,,
Myo5c,1M,0.19216479596746439,,
Myo6,1M,-0.28457207321099,,
Myo7a,1M,-0.11459987609745781,,
Myo9a,1M,-0.39794864119312656,,
Myo9b,1M,-0.163109223553624,,
Myoc,1M,-0.21991052359235397,,
Myof,1M,-0.038329414197300515,,
Myom1,1M,-1.3017798326321728,,
Myom2,1M,-0.8121337090346699,,
Myom3,1M,-0.16735532291025823,,
Myoz1,1M,-0.2528739097094572,,
Mypn,1M,0.0885327497450552,,
Mypop,1M,-0.2500117443989094,,
Myrf,1M,-0.11748839602372563,,
Myrfl,1M,-0.957518749639422,,
Myrip,1M,-0.09508783857322456,,
Mysm1,1M,-0.47557999503429826,,
Myt1,1M,-0.417273770231688,,
Myt1l,1M,-0.2928407291715107,,
Myzap,1M,-1.5174470825392157,,
Mzf1,1M,-0.1284209791258153,,
Mzt1,1M,-0.396839348425857,,
Mzt2,1M,-0.49859513181513027,,
N4bp1,1M,-0.29476998489562867,,
N4bp2,1M,-0.1459015406297297,,
N4bp2l1,1M,-0.46630338257766724,,
N4bp2l2,1M,-0.3785011896282455,,
N4bp2os,1M,-0.2444595189720875,,
N4bp3,1M,-0.13480462106683078,,
N6amt1,1M,-0.4221694734344945,,
N6amt2,1M,0.09257543814511493,,
NCBP2-AS2,1M,-0.2296530694405554,,
Naa10,1M,-0.49231818565810315,,
Naa15,1M,-0.530728325643361,,
Naa16,1M,-0.13212786205941018,,
Naa20,1M,-0.38504979645464843,,
Naa25,1M,-0.7274289408170667,,
Naa30,1M,-0.41567011422053923,,
Naa35,1M,-0.2630107547614511,,
Naa38,1M,-0.13899242198788286,,
Naa40,1M,-0.23572920753983517,,
Naa50,1M,-0.40024162282183795,,
Naa60,1M,0.09176373005036353,,
Naaa,1M,-0.02975927603957551,,
Naalad2,1M,-0.6106186704964225,,
Naaladl2,1M,-0.07498366962586367,,
Nab1,1M,-0.44321710565841066,,
Nab2,1M,-0.052602505162612445,,
Nabp1,1M,-0.49562108386542647,,
Nabp2,1M,-0.34218263432953044,,
Naca,1M,-0.1438743937706075,,
Nacad,1M,-0.3153440928855815,,
Nacc1,1M,-0.0800403763737858,,
Nacc2,1M,-0.13813873496445161,,
Nadk,1M,-0.17477646657252066,,
Nadk2,1M,-0.16226543321927522,,
Nadsyn1,1M,0.25137710174810124,,
Nae1,1M,-0.5443186761564469,,
Naf1,1M,-0.09863498230032697,,
Naga,1M,-0.21250710552143914,,
Nagk,1M,-0.3929877214061186,,
Naglu,1M,-0.2508396447211281,,
Nagpa,1M,0.6179373127232761,,
Naif1,1M,-0.2509434714025778,,
Naip1,1M,-1.5055919532571136,,
Naip2,1M,-0.141879661125488,,
Naip5,1M,-0.5689387830076287,,
Naip6,1M,-0.6358269843335833,,
Nalcn,1M,-0.39795896361157723,,
Nampt,1M,-0.4367719587607759,,
Nanos1,1M,-0.19702579844836698,,
Nanos2,1M,-0.12284964660809905,,
Nanp,1M,-0.47913826914684776,,
Nans,1M,-0.10172820247263736,,
Nap1l1,1M,-0.4559354221175713,,
Nap1l2,1M,-0.26673639216290823,,
Nap1l3,1M,-0.527271021862985,,
Nap1l4,1M,-0.19638680060054625,,
Nap1l5,1M,-0.270397331123732,,
Napa,1M,-0.16262508943463416,,
Napb,1M,-0.3914184458054244,,
Napepld,1M,0.2808681329778864,,
Napg,1M,-0.29900403728616354,,
Naprt,1M,-0.298963713515346,,
Narf,1M,-0.08028323227979506,,
Narfl,1M,-0.2574691890380123,,
Nars,1M,-0.2911947615530561,,
Nars2,1M,-0.6402980403504035,,
Nasp,1M,-0.4745125263728358,,
Nat1,1M,-0.5003409892135622,,
Nat10,1M,-0.31278777889004417,,
Nat14,1M,-0.10772499362109933,,
Nat2,1M,-0.11124543148219379,,
Nat6,1M,-0.17450520272170067,,
Nat8,1M,0.980497790759542,,
Nat8l,1M,-0.11299644904240758,,
Nat9,1M,-0.20479546440803187,,
Natd1,1M,-0.02005602854052313,,
Nav1,1M,-0.20661961267662576,,
Nav2,1M,-0.508658566362481,,
Nav3,1M,-0.22365649951672317,,
Nbas,1M,-0.11896727747844515,,
Nbea,1M,-0.19935217283111584,,
Nbeal1,1M,-0.3015321596034646,,
Nbeal2,1M,-0.12879264688474912,,
Nbl1,1M,-0.1069211726702477,,
Nbn,1M,-0.7242518266251752,,
Nbr1,1M,-0.5911728553495319,,
Ncald,1M,-0.2988544094986594,,
Ncam1,1M,-0.3902806343379339,,
Ncam2,1M,-0.7266862055722552,,
Ncan,1M,-0.44232678093614197,,
Ncapd2,1M,-0.2836550269562874,,
Ncapd3,1M,-0.24620563917469873,,
Ncapg2,1M,-0.3985779658873456,,
Ncaph,1M,0.2609935036574287,,
Ncaph2,1M,-0.1333078190878414,,
Ncbp1,1M,-0.1297427662378805,,
Ncbp2,1M,-0.36581307259988094,,
Ncdn,1M,-0.2200288982045162,,
Nceh1,1M,-0.31311994615465366,,
Ncf1,1M,0.1756888191934003,,
Ncf2,1M,-0.0584931609111532,,
Ncf4,1M,-0.513670359441663,,
Nck1,1M,-0.2799596279205172,,
Nck2,1M,-0.17683139293272632,,
Nckap1,1M,-0.49099363486538294,,
Nckap1l,1M,-0.44418157723631424,,
Nckap5,1M,-0.01856653729262625,,
Nckap5l,1M,-0.39214139426586136,,
Nckipsd,1M,-0.03913701080324827,,
Ncl,1M,-0.5597506104605081,,
Ncln,1M,-0.16642135575078498,,
Ncmap,1M,-0.10326428378765096,,
Ncoa1,1M,-0.29988872238451414,,
Ncoa2,1M,-0.28784454040476426,,
Ncoa3,1M,-0.25757636381463733,,
Ncoa4,1M,0.1471398442601508,,
Ncoa5,1M,-0.07042010460008008,,
Ncoa6,1M,-0.4284880594518903,,
Ncoa7,1M,-0.44071513107728144,,
Ncor1,1M,-0.2895997898593041,,
Ncor2,1M,-0.43007741174845115,,
Ncs1,1M,-0.18672928753648144,,
Ncstn,1M,-0.38007876608795144,,
Ndc1,1M,-0.21857346382271814,,
Nde1,1M,-0.04303870502858054,,
Ndel1,1M,-0.07742828745477937,,
Ndfip1,1M,-0.2727572451697444,,
Ndfip2,1M,-0.3104100614703924,,
Ndn,1M,-0.1883945503460076,,
Ndnf,1M,-0.6543795997815796,,
Ndnl2,1M,-0.4716563072358042,,
Ndor1,1M,-0.053917079181719174,,
Ndp,1M,-0.013604320028917982,,
Ndrg1,1M,-0.10257340032588047,,
Ndrg2,1M,-0.2783946857282036,,
Ndrg3,1M,-0.21655753286436408,,
Ndrg4,1M,-0.06592812468011999,,
Ndst1,1M,-0.15298719838480324,,
Ndst2,1M,-0.3596490714443199,,
Ndst3,1M,-0.3372338722687136,,
Ndst4,1M,-0.9972579623072866,,
Ndufa1,1M,-0.10263588903693233,,
Ndufa10,1M,-0.22802665158073232,,
Ndufa11,1M,0.12267613550283762,,
Ndufa12,1M,0.2541324591163576,,
Ndufa13,1M,0.1151650866894709,,
Ndufa2,1M,0.24210937795367293,,
Ndufa3,1M,0.12932884584202675,,
Ndufa4,1M,-0.15030916622908208,,
Ndufa4l2,1M,-0.5756477973472753,,
Ndufa5,1M,-0.4172728224601787,,
Ndufa6,1M,-0.11239657261659808,,
Ndufa7,1M,0.022429195720400585,,
Ndufa8,1M,-0.08430256454228058,,
Ndufa9,1M,-0.1218026869640596,,
Ndufab1,1M,-0.5569358722356057,,
Ndufaf1,1M,-0.24751049024824212,,
Ndufaf2,1M,-0.4817318527679486,,
Ndufaf3,1M,-0.13560062958778651,,
Ndufaf4,1M,-1.3853098228109317,,
Ndufaf5,1M,-0.37440413924512406,,
Ndufaf6,1M,-0.37830140372587895,,
Ndufaf7,1M,-0.30187041230174927,,
Ndufb10,1M,0.4774122641206411,,
Ndufb11,1M,-0.05042049856142761,,
Ndufb2,1M,-0.2934039002250053,,
Ndufb3,1M,-0.12086321574838088,,
Ndufb4,1M,0.3801480992224633,,
Ndufb5,1M,-0.47695806477847214,,
Ndufb6,1M,-0.005984495796770517,,
Ndufb7,1M,0.046838105403930186,,
Ndufb8,1M,0.015014405162084188,,
Ndufb9,1M,-0.01378171298816433,,
Ndufc1,1M,-0.1994006418099925,,
Ndufc2,1M,-0.12107079171545188,,
Ndufs1,1M,-0.44236883298126095,,
Ndufs2,1M,-0.13198921755022042,,
Ndufs3,1M,-0.2624791903719643,,
Ndufs4,1M,-0.09737234600989275,,
Ndufs5,1M,-0.15251541459742235,,
Ndufs6,1M,-0.32901072750222227,,
Ndufs7,1M,-0.005091510398399279,,
Ndufs8,1M,0.0021081516632293074,,
Ndufv1,1M,-0.08864479288916094,,
Ndufv2,1M,-0.49594477422620464,,
Ndufv3,1M,-0.11132342734366318,,
Neat1,1M,-0.09176919728103172,,
Neb,1M,-0.22766433297203204,,
Nebl,1M,-0.44566401788224397,,
Necab1,1M,-0.3769580022350052,,
Necab2,1M,-0.05645276691214107,,
Necab3,1M,-0.09866187153490635,,
Necap1,1M,-0.2427252658414858,,
Necap2,1M,-0.12960656987131003,,
Nedd1,1M,-0.4416288074572394,,
Nedd4,1M,0.39973832275303955,,
Nedd4l,1M,-0.42917768895306807,,
Nedd8,1M,-0.10165876378362171,,
Nedd9,1M,0.09099239140813076,,
Nefh,1M,-0.32256793657112404,,
