gene,n_datasets,meta_Z,meta_p,consistency,n_sig,mean_log2FC,GSE276942_log2FC,GSE215410_log2FC,GSE174412_log2FC,GSE276942_p,GSE215410_p,GSE174412_p,meta_padj
Timm10,3,-0.12671570344282437,0.8991654164814267,0.6666666666666666,0,0.3972254451519361,-0.09427574131132133,0.11913207610046417,1.1668200006666654,0.4507511725533198,0.6109704468511364,0.39856620310226804,0.9999814863457843
Rps6ka6,3,-0.12669221918371756,0.8991840044044852,0.6666666666666666,0,0.02755551703047754,-0.22074296964374351,0.29092966373517637,0.012479856999999761,0.5175077346815551,0.22933794223159773,0.955801210904876,0.9999814863457843
Gm37069,3,-0.12668454293481493,0.8991900802106236,0.6666666666666666,0,0.004586000884698664,-0.060697589446849776,-0.2285406155657208,0.3029962076666666,0.8320401431619615,0.3408000825126913,0.3633701508426736,0.9999814863457843
Gm42484,2,-0.12666227903275687,0.899207702282424,0.5,0,-0.29340494590686456,,0.036459329186270165,-0.6232692209999993,,0.5000000000000001,0.4750794826458288,0.9999814863457843
Hcn3,3,0.12662750978772225,0.8992352225411753,0.6666666666666666,0,0.056911170113787934,0.053837043223909475,-0.12382446488254573,0.24072093200000005,0.7947555809479642,0.1106108911850423,0.2840211380706061,0.9999814863457843
Napa,3,-0.12660124063460892,0.8992560149594183,0.6666666666666666,0,0.26468699229717796,-0.059906815433420135,0.13630991265829007,0.717657879666664,0.4190452178402187,0.21581701586734298,0.7177696272140547,0.9999814863457843
Taf7,3,-0.12657966147068972,0.8992730952344699,0.6666666666666666,0,-0.0952486109633049,0.034443740693409275,0.0037618737500100252,-0.32395144733333403,0.9051722248369958,0.967654119792673,0.5544170453769567,0.9999814863457843
Atp5g2,3,-0.1263583428273694,0.8994482753943085,0.6666666666666666,0,-0.10227215986893827,-0.18297902417916756,-0.278670517094314,0.15483306166666677,0.6282209740221252,0.37974114223464733,0.15686763190654376,0.9999814863457843
Elfn1,3,-0.12633840758844897,0.8994640549578665,0.6666666666666666,0,0.039285473024120776,-0.002399680779692659,-0.24405696381461173,0.3643130636666667,0.9702928887633371,0.17652307853619642,0.38343485130397315,0.9999814863457843
Pou6f2,3,0.12617900146304487,0.8995902329075383,0.6666666666666666,0,0.029437326242491475,0.009928632920289004,0.08698114780718535,-0.008597801999999932,0.9787125473962456,0.7081383155265707,0.9584229937861629,0.9999814863457843
Phf2,3,-0.12613478362779926,0.899625233993432,0.6666666666666666,0,0.006839756394213303,-0.03737540434106812,0.015324243857040898,0.04257042966666713,0.8158815822662661,0.8697361158187689,0.9666263456432972,0.9999814863457843
Cpa3,2,-0.1261075144318673,0.8996468193054925,0.5,0,0.002491713006994911,,0.038785212013989816,-0.03380178599999999,,0.7038795311540271,0.6361095399684454,0.9999814863457843
Neurod1,3,-0.1260897577389923,0.8996608749030985,0.6666666666666666,0,-0.13897943618104205,0.02965779787259315,0.4706156079176136,-0.9172117143333329,0.9161150406066674,0.3102609840015112,0.17491059253486468,0.9999814863457843
Gm26638,2,-0.12596957629549,0.8997560072967006,0.5,0,0.14821706700125561,,-0.03669343633082151,0.33312757033333273,,0.5000000000000001,0.6979475440870933,0.9999814863457843
Zfr,3,-0.12592791005758525,0.8997889895046369,0.6666666666666666,0,-1.4597584033368278,-0.06619874956008687,0.300828092882945,-4.613904553333342,0.6938040324874545,0.07443556826141282,0.3444131024164795,0.9999814863457843
Bbs1,3,0.12587939637583606,0.8998273922380001,0.6666666666666666,0,-0.16774309991978673,-0.002550672991521452,0.1465039238988286,-0.6471825506666673,0.9904448776447679,0.1189840676089193,0.34737627607539484,0.9999814863457843
Snrpb,3,-0.12585869799324245,0.8998437768516188,0.6666666666666666,0,-0.15974841374830798,0.026156961595198425,-0.25006929750678886,-0.2553329053333335,0.7077836341875369,0.4215605581371076,0.6654960676230591,0.9999814863457843
Gm37833,3,0.12582896105115104,0.8998673163649369,0.6666666666666666,0,0.05723339509455988,0.10424149556002105,-0.03905536560967466,0.10651405533333325,0.7443833529938786,0.5000000000000001,0.8569960329061086,0.9999814863457843
Gimap3,3,-0.1257809263653533,0.8999053404043582,0.6666666666666666,0,-0.05982272188195358,-0.2540399303116523,0.06705882766579155,0.007512936999999999,0.48496277207009125,0.3144345011729346,0.7457456150778934,0.9999814863457843
Ttc1,3,-0.12560549186899764,0.9000442155071008,0.6666666666666666,0,0.16630539907488018,-0.08987358133236079,-0.017045751109664664,0.605835529666666,0.6293233724655133,0.9150647488140363,0.43292903848504327,0.9999814863457843
Thap7,3,0.12552277578285354,0.9001096951675129,0.6666666666666666,0,0.018385074592913275,-0.07468344011687655,0.07175582656228308,0.058082837333333304,0.4388877165394206,0.07639908042215114,0.6369138159531305,0.9999814863457843
1700030J22Rik,3,-0.125397877325763,0.9002085685002725,0.6666666666666666,0,-0.0993661310383193,0.021136696502767727,-0.01442148561772516,-0.30481360400000046,0.9210133387574526,0.9479218922585478,0.6453421822721053,0.9999814863457843
Gm10723,2,0.12519336042500953,0.9003704735039083,0.5,0,0.05262512058415604,,-0.11134307016502129,0.21659331133333337,,0.5000000000000001,0.4762527072968745,0.9999814863457843
Akr1c18,3,-0.12517528087124208,0.9003847863113815,0.6666666666666666,0,0.2295093377242571,-0.09391260312186045,0.6797118832946318,0.10272873299999996,0.4751468535383766,0.27206495322701113,0.7770310565540749,0.9999814863457843
Mtmr12,3,-0.12514407454530302,0.9004094910977157,0.6666666666666666,0,0.15782652607430978,-0.07758671191934852,-0.017082595857722538,0.5681488860000004,0.5544917561403903,0.9253115029803904,0.31713765827461377,0.9999814863457843
Pcdh17,3,-0.12507056895918048,0.9004676828790835,0.6666666666666666,0,-0.3538156146354883,-0.007820839257714596,0.067432642017911,-1.1210586466666612,0.9545344373475769,0.7175542049583344,0.6290766547897949,0.9999814863457843
Rpl28,3,0.1249627440417325,0.9005530450331367,0.6666666666666666,0,-0.24353121623635446,0.06279767069831976,-0.8507810760740497,0.057389756666666625,0.604601379420695,0.2184345604634882,0.815697403857511,0.9999814863457843
Gm43018,2,0.1248447637849468,0.9006464482202579,0.5,0,0.3168639486951624,,-0.03905536560967466,0.6727832629999995,,0.5000000000000001,0.47653136420076386,0.9999814863457843
Cenpx,2,-0.12471075628209556,0.9007525416047163,0.5,0,0.1394937213773815,,-0.16552211957857033,0.44450956233333333,,0.27673427544784834,0.4671708027642737,0.9999814863457843
Sdccag3,3,-0.12469688642096392,0.9007635224382603,0.6666666666666666,0,-0.07082402471255082,0.0052545313768330715,0.03272423981884742,-0.25045084533333295,0.988631310756179,0.6253602542916368,0.463086285201907,0.9999814863457843
Stac2,3,-0.12467481514681657,0.9007809964077763,0.6666666666666666,0,0.2858209593964123,0.036152541974674435,-0.3991748237854402,1.2204851600000026,0.7776875598351429,0.141948650057435,0.7596271611309023,0.9999814863457843
Ces2g,2,-0.12467446618054509,0.9007812726870013,1.0,0,-0.007312846548044628,,-0.008036370096089263,-0.006589322999999994,,0.9639690155908885,0.9012598239006537,0.9999814863457843
Zfp688,3,0.12467339342623883,0.9007821219947386,0.6666666666666666,0,0.0060779609293941566,-0.04865227008069084,-0.11997684946445997,0.18686300233333328,0.6646732804084189,0.6592107801402671,0.11692695850702287,0.9999814863457843
Gm5689,2,-0.1246459181210335,0.9008038744413945,0.5,0,-0.06337504921097334,,0.0387260935780533,-0.165476192,,0.5000000000000001,0.47669035500156404,0.9999814863457843
Apoa2,2,0.12456691393687191,0.900866423180766,1.0,0,0.03864228859318214,0.00030749283665088,0.0769770843497134,,0.999500925701431,0.734198575888725,,0.9999814863457843
Camsap3,3,-0.12456236787951523,0.9008700223779451,0.6666666666666666,0,0.12547223775317526,-0.12428297654140152,-0.06591823719907275,0.566617927,0.6459289924467256,0.749246960866811,0.3616455530672145,0.9999814863457843
2810414N06Rik,3,0.12454188341292023,0.9008862403319942,0.6666666666666666,0,-0.03459456789150198,-0.022418639336966528,-0.15450280567087282,0.0731377413333334,0.9154268833587131,0.7259734171863315,0.4166196160744982,0.9999814863457843
Spata21,2,-0.12453263151971712,0.9008935652509024,0.5,0,0.08457552554528751,,0.21156064142390835,-0.04240959033333333,,0.5788021563702548,0.5391908998910085,0.9999814863457843
Cep44,3,0.12448791197748117,0.9009289707742931,0.6666666666666666,0,0.029363666432793274,-0.141013012692647,0.1428882613243605,0.08621575066666631,0.5022873484370556,0.08810019275944467,0.7573428048851983,0.9999814863457843
Bsn,3,-0.124447300977291,0.9009611236381699,0.6666666666666666,0,-0.6746118458748427,0.03345848829888887,-0.31031577992341575,-1.7469782460000012,0.7522820078198195,0.36159862044420077,0.8282367149394507,0.9999814863457843
Prkd2,3,0.12444581947252652,0.9009622965899706,0.6666666666666666,0,-0.05674413818516253,0.1649447100219783,-0.26422051557746595,-0.07095660899999995,0.4037621135532061,0.37635888022516584,0.4771432086776263,0.9999814863457843
Hspa4l,3,0.12441329589095128,0.9009880465404262,0.6666666666666666,0,-1.1882544981078544,0.011049982273723558,0.1317963700693765,-3.7076098466666636,0.9619650072561263,0.14513831272834493,0.32507039901887436,0.9999814863457843
Usp19,3,-0.12440045696163834,0.9009982115564134,0.6666666666666666,0,0.04028845864089847,-0.0354148850476701,-0.03590465269630183,0.19218491366666735,0.8888443426321893,0.7912452634509544,0.8396418827923101,0.9999814863457843
Mtrr,3,-0.12436101959981999,0.9010294355554724,0.6666666666666666,0,-0.0033635607821328093,-0.03874862059066153,0.07029708424426317,-0.04163914600000007,0.8326837159709225,0.7599671962591907,0.9089954911409289,0.9999814863457843
Dab2,3,-0.12431714761240091,0.9010641707894445,0.6666666666666666,0,0.18272610132869171,-0.5105387273926878,0.962793271378763,0.09592375999999991,0.4771507624555473,0.4224066081311093,0.6028610310087444,0.9999814863457843
Ap4m1,3,-0.12427952600011857,0.901093957498496,0.6666666666666666,0,0.044807293187821395,-0.06904128947401311,-0.1185124782958562,0.3219756473333335,0.8015870167632875,0.2817077895556323,0.27236202243984187,0.9999814863457843
Crhr1,3,-0.12421402143691182,0.9011458207162065,0.6666666666666666,1,-0.03852098544201928,0.1260698337549817,-0.04877592808103959,-0.19285686199999996,0.4464747435529472,0.0459488220769947,0.7953043536642556,0.9999814863457843
Gm42919,2,-0.12419120095473905,0.9011638889250527,0.5,0,1.2615504609118593,,-0.0761043515096136,2.5992052733333324,,0.5000000000000001,0.6962493465574137,0.9999814863457843
Zfc3h1,3,-0.12418757911982353,0.9011667565321707,0.6666666666666666,0,-0.6098033619488691,-0.11686511583708814,0.2310901466571469,-1.943635116666666,0.7585956356834057,0.11014202591923461,0.3326223036901245,0.9999814863457843
Gpr146,3,0.12416098937590539,0.9011878091432739,0.6666666666666666,0,0.03225451846583264,-0.10870715643103956,0.13415554449520428,0.07131516733333321,0.8053078236694826,0.6607914558644088,0.6462828590549217,0.9999814863457843
Man2b1,3,-0.12415134854298196,0.9011954423556661,0.6666666666666666,0,0.3609460236234912,-0.16259155373723466,-0.030584119058959303,1.2760137436666676,0.5564266183597569,0.5911320970275338,0.17419134949262483,0.9999814863457843
Ulk1,3,-0.12415122719509507,0.9011955384339575,0.6666666666666666,0,-0.0023017368088718015,-0.010156664565963425,-0.03270904019398557,0.03596049433333359,0.9481888610599856,0.7837553873449018,0.9559535046224538,0.9999814863457843
Tnfsf13,3,-0.1239909115040248,0.9013224711018326,0.6666666666666666,0,0.0065925031799046,-0.27215319986232167,0.20651260006870203,0.08541810933333344,0.5871340685477313,0.5927993852856558,0.6965600975638917,0.9999814863457843
Gm20172,2,-0.12393369181296436,0.9013677763740207,0.5,0,-0.30608603112785393,,0.02852694441096436,-0.6406990066666722,,0.8300040311060323,0.7374013710599694,0.9999814863457843
Rpf1,3,0.12390798362814343,0.9013881316446438,0.6666666666666666,0,0.07998548069136675,-0.09073313428218288,0.11532545502294989,0.21536412133333327,0.7898616966655259,0.648319237920582,0.6270719724776675,0.9999814863457843
Znrd1,3,-0.1238728124410716,0.9014159796524343,0.6666666666666666,0,-0.06874978697887328,0.0029580169934035894,-0.11254478393002287,-0.09666259400000055,0.9646376015805557,0.7340364272019089,0.9058288057519925,0.9999814863457843
Gm15728,3,0.12386451297127198,0.9014225510633307,0.6666666666666666,0,0.0052244343635321116,-0.027887729509745718,0.19748255126700887,-0.1539215186666668,0.9300178454108918,0.2909693786149789,0.7069194373326614,0.9999814863457843
Igfbp1,2,0.12382442224099188,0.9014542944707586,0.5,0,0.005238136093135084,,0.036459329186270165,-0.025983056999999997,,0.5000000000000001,0.6958992930074579,0.9999814863457843
Gm43876,2,-0.12367598439102842,0.9015718273293312,1.0,0,-0.059952846331666025,,-0.0004461556633320457,-0.119459537,,0.9968751482987176,0.8756647265320326,0.9999814863457843
B3gnt6,3,0.12366541325765672,0.9015801976186153,0.6666666666666666,0,0.19339977597778982,0.8774131727571275,-0.23684412082375805,-0.06036972399999999,0.38014997385930355,0.3682512133418286,0.42990832750653435,0.9999814863457843
Tmem234,3,0.12355651081778131,0.9016664278860458,0.6666666666666666,0,0.14180695374840893,-0.07887619403710744,0.00683952328233417,0.4974575320000001,0.627609122578859,0.9691972336123056,0.2002194608273422,0.9999814863457843
1810059H22Rik,2,0.12351122324729248,0.9017022874730714,0.5,0,-0.13582131122062283,,-0.33975240444124566,0.06810978200000001,,0.2744991551989057,0.2929430997924767,0.9999814863457843
2410018L13Rik,3,0.12349296639205266,0.9017167436660518,0.6666666666666666,0,0.004233436121479574,-0.2079229255254047,0.020156556889843413,0.200466677,0.44640958174996165,0.9094394435684665,0.0727122979320073,0.9999814863457843
Gabrr2,3,-0.12349105766157613,0.901718255044113,0.6666666666666666,0,0.042306273061218314,-0.25938968237969195,-0.09745521110331978,0.4837637126666667,0.44793737017099106,0.7638483292392305,0.12788377747085455,0.9999814863457843
Serpinb1b,3,0.12345184287709005,0.9017493063193734,0.6666666666666666,0,0.007908415461537643,-0.20959599820473418,0.05664277658934713,0.17667846799999998,0.8280546679893176,0.9462476687733206,0.48425324740791204,0.9999814863457843
A930009A15Rik,3,-0.1234344833266255,0.9017630521060561,0.6666666666666666,0,-0.004435872031148776,-0.24119588913765577,-0.037304305955790484,0.26519257899999993,0.6055431221400572,0.845852164826319,0.35161878893194726,0.9999814863457843
Gm42856,2,0.1233388779644283,0.9018387556836068,0.5,0,0.1780400025378448,,-0.07161035759097703,0.4276903626666666,,0.5000000000000001,0.47773614635393946,0.9999814863457843
Fbxo28,3,-0.12333811781375008,0.9018393576003464,0.6666666666666666,0,-0.0010558672521554513,-0.1011197467673739,0.06563496867757479,0.03231717633333275,0.7111367263196885,0.6383048336052219,0.9322797696391585,0.9999814863457843
Nptx1,3,0.12331998113020456,0.9018537189453523,0.6666666666666666,0,0.42327370608138715,-0.011670603287209147,0.048360011531368485,1.233131710000002,0.9030441040124058,0.6823241110130019,0.8247296116407001,0.9999814863457843
Tmco3,3,-0.12327566191441801,0.9018888127924525,0.6666666666666666,0,-0.021796219215167945,-0.030653580649586232,0.07164558600408277,-0.10638066300000038,0.7997855896638228,0.6377422798633584,0.8740986299647944,0.9999814863457843
Atp6v1b2,3,-0.12320162873415998,0.9019474358527644,0.6666666666666666,0,1.0647120068749587,-0.06072875674484912,0.00013098403638878153,3.2547337933333367,0.6748412815833499,0.9986541115779697,0.5685912481379253,0.9999814863457843
Tmem19,3,-0.1231799968024805,0.901964565165666,0.6666666666666666,0,-0.08668325400301313,-0.12440745950069676,0.21379024082499054,-0.3494325433333332,0.5833910075261938,0.16128402519863047,0.7612927699127465,0.9999814863457843
Luc7l2,3,-0.12309434132912123,0.9020323921688269,0.6666666666666666,0,0.25211233904079133,-0.25023945493201794,0.04241186538772812,0.9641646066666638,0.5675251527432704,0.4107787787865276,0.8282220545691438,0.9999814863457843
9530068E07Rik,3,-0.1230794431893377,0.9020441894584749,0.6666666666666666,0,0.1523068254710198,-0.12005755346245373,0.0880454842088465,0.48893254566666666,0.3837970220004449,0.42509630554741235,0.38965718801210597,0.9999814863457843
Csnk1a1,3,-0.12304564123774557,0.902070956062524,0.6666666666666666,0,-0.09480143856181122,-0.06360780827357182,0.11764807925480625,-0.3384445866666681,0.732534770140925,0.5067549076238476,0.8949453802952368,0.9999814863457843
Arsj,3,0.1230399792051135,0.9020754396425076,0.6666666666666666,0,0.10303205513278409,-0.08539775651106662,0.15587894624275211,0.23861497566666678,0.595707731054752,0.6411613222338428,0.3052062350490314,0.9999814863457843
4930511M06Rik,2,-0.12300522119328812,0.902102963453073,0.5,0,0.3305883023546244,,0.6903890097092488,-0.029212404999999997,,0.1577295551835182,0.18941767085024364,0.9999814863457843
Abcc8,3,-0.12300338745457048,0.9021044155381617,0.6666666666666666,0,0.005836954325536621,-0.1608285626668522,0.10125219697679544,0.07708722866666662,0.3370897953148991,0.05784949819223535,0.8821848169954067,0.9999814863457843
Sdc1,3,0.12300201367575082,0.902105503394416,0.6666666666666666,0,-0.11170757373271167,-0.21353967920375272,-0.14919955466104895,0.02761651266666667,0.7793924291027315,0.7733061813632575,0.2628911768856362,0.9999814863457843
Arhgef28,3,0.12297164440645379,0.9021295519993027,1.0,0,0.023986095518546986,0.011276107220673737,0.014231726001633582,0.04645045333333364,0.9467077565463398,0.9076348501548145,0.9463078989741422,0.9999814863457843
Gm37653,2,0.12295087335669873,0.9021460000848486,0.5,0,-0.22929315569584896,,0.10994941394163482,-0.5685357253333327,,0.20094126791881686,0.37590441748132064,0.9999814863457843
Gm26673,3,0.12284674429597232,0.9022284579705456,0.6666666666666666,0,-0.062100125591666645,0.0527153105310143,0.07174539469398578,-0.310761082,0.8732748869190616,0.42187992233830685,0.49214903994635273,0.9999814863457843
Tbc1d31,3,0.12284635217646189,0.9022287684847593,0.6666666666666666,0,0.053285701183082956,0.015879940734089715,0.29609242248182577,-0.1521152596666666,0.9605154261317476,0.3490410764052061,0.5708808596250095,0.9999814863457843
Ppp3r2,2,-0.1228359368110091,0.9022370162793076,0.5,0,0.014972210775517802,,0.2804806748843689,-0.2505362533333333,,0.4993683350086365,0.477635391605801,0.9999814863457843
Sbf2,3,0.12277321360005788,0.9022866862100665,0.6666666666666666,0,0.12712177181260267,-0.09573409242525877,0.29950309919640006,0.17759630866666676,0.6033056759561276,0.19524341238293533,0.745233959278722,0.9999814863457843
Ipo9,3,-0.12263527295043715,0.9023959214802676,0.6666666666666666,0,-0.14489010087136775,-0.06417129247237696,0.12332674319161008,-0.49382575333333634,0.7706734427175954,0.38308853507882423,0.6849153856114765,0.9999814863457843
Tbc1d7,3,-0.12260848181519365,0.9024171376081839,0.6666666666666666,0,0.16121622062779503,-0.024550110172841144,-0.060514868943774225,0.5687136410000004,0.8530275900835532,0.6361410662331755,0.6372122859718605,0.9999814863457843
Rmdn1,3,0.12252975334819041,0.9024794837542075,0.6666666666666666,1,-0.016340931828911387,-0.16857621598443995,0.47494102049770603,-0.35538760000000025,0.6103958416066658,0.04421028697271042,0.7778637833109168,0.9999814863457843
Zswim5,3,-0.12252636816669218,0.902482164539062,0.6666666666666666,0,0.23462637761562247,-0.07386552303384164,-0.13298535645262444,0.9107300123333335,0.6166340965565141,0.39469011893431905,0.15072797267736393,0.9999814863457843
Eif2s3y,3,-0.1225214353911989,0.902486070892851,0.6666666666666666,0,0.08275312349656912,-0.26408685220924255,0.3018494460322838,0.2104967766666661,0.5386459099197287,0.26976753069531656,0.9372409274504168,0.9999814863457843
Gja5,3,-0.12250508854082816,0.9024990162750626,0.6666666666666666,0,-0.06377316538971955,-0.3578142510398221,0.12384803520399679,0.042646719666666666,0.4029240729311069,0.7391318012129403,0.24234076335178303,0.9999814863457843
Fnta,3,-0.12230467697384043,0.902657728118898,0.6666666666666666,0,0.18959632103436844,-0.08364158759122553,0.15038952402766714,0.5020410266666637,0.5444969095324588,0.33741472727467037,0.858167137269548,0.9999814863457843
Dnah14,2,0.12224692579938817,0.902703463703319,0.5,0,0.007587298958135119,,-0.07206085375039639,0.08723545166666663,,0.6041580768687924,0.5611618228967642,0.9999814863457843
Ift46,3,0.12224044330090875,0.9027085974867178,0.6666666666666666,0,0.11069077339697737,-0.15224220526680554,0.15163351845773754,0.33268100700000014,0.36038726913491465,0.16222969188041414,0.28813116173675896,0.9999814863457843
Zfp943,3,-0.12220744166595363,0.9027347330353868,0.6666666666666666,0,-0.07443611241673824,-0.23371545462284082,0.3212045407059563,-0.31079742333333016,0.5951125264403657,0.23558984401064226,0.8717049721107972,0.9999814863457843
Hira,3,0.12220095453394224,0.9027398705130832,0.6666666666666666,0,0.10382504327303217,-0.05743391392346098,0.029772283409223554,0.33913676033333395,0.7272521138421706,0.9062443857092625,0.35277740303354743,0.9999814863457843
Gm42632,3,0.1221908825706405,0.9027478470023985,0.6666666666666666,0,0.03185903189950828,-0.020957090576865234,-0.03473105239127666,0.15126523866666675,0.9459187842237823,0.8892804038671673,0.5794564636490663,0.9999814863457843
Cbx3-ps7,3,0.12218502019239383,0.9027524897161942,0.6666666666666666,0,1.446561429786607,-0.1953145925499351,0.2050995452430918,4.329899336666664,0.520103532597715,0.15989736875334373,0.6236591732445995,0.9999814863457843
Gpr173,3,0.12206860056208513,0.9028446889973756,0.6666666666666666,0,0.028548278102534724,-0.11322479572458555,0.009824936698856312,0.1890446933333334,0.6842298359087684,0.8461575311291778,0.3235467403737057,0.9999814863457843
Birc2,3,0.1219390469789371,0.9029472913379613,0.6666666666666666,1,-0.1575833949309932,-0.10621087697866649,0.19866029151901987,-0.565199599333333,0.7215433431210742,0.03971797362083064,0.5230335331231993,0.9999814863457843
Tmem101,3,-0.12187737085037871,0.9029961374508152,0.6666666666666666,0,-0.07389392942512063,0.003826474002533331,0.004315351055438121,-0.22982361333333334,0.9636123985271945,0.9762257162485029,0.676066049098286,0.9999814863457843
Gm11725,2,0.12181897583190886,0.9030423853363416,0.5,0,0.037207470681099045,,0.07895318936219808,-0.004538247999999995,,0.7873984565651063,0.9498193331753959,0.9999814863457843
Ttc26,3,0.12181332924497157,0.9030468573569339,0.6666666666666666,0,-0.0019701031039938144,0.07865935097721,0.2571432593774756,-0.34171291966666706,0.8638730603428537,0.18264553982474746,0.25153874586637315,0.9999814863457843
Apol8,3,0.12179126663351797,0.9030643306767188,0.6666666666666666,0,-0.03635926877202078,0.056690881497169165,-0.24452357981323125,0.07875489199999974,0.76964245295096,0.5081234818051774,0.8188279473441861,0.9999814863457843
Kdr,3,-0.12177059052959045,0.9030807059420342,0.6666666666666666,0,0.09997895086667279,-0.16724103899507092,0.5495468472617562,-0.08236895566666691,0.6738249901625479,0.15500456729893838,0.5597500274218509,0.9999814863457843
Hyi,3,0.12175622493020902,0.9030920833758105,0.6666666666666666,0,0.003079259989402098,0.06684613061303146,-0.20155876597815858,0.14395041533333341,0.8572422396416924,0.5374828559286883,0.6691974043975667,0.9999814863457843
Mzt1,3,-0.12173325691972144,0.9031102738881075,0.6666666666666666,0,0.6693313472949652,-0.11872262075545592,0.20562162264035422,1.9210950399999973,0.6386667564641605,0.5506594663480985,0.8477202970693667,0.9999814863457843
Upp1,3,0.12168014571031222,0.9031523378092222,0.6666666666666666,0,0.10350389594164917,-0.1359487275667739,0.3352882990583881,0.11117211633333333,0.5056890453055202,0.37031761122694135,0.34106810176194385,0.9999814863457843
A130050O07Rik,2,0.12161618880828831,0.9032029918476487,1.0,0,0.022928974281404307,,0.00553422756280858,0.040323721000000035,,0.9743275677454838,0.8959888959361797,0.9999814863457843
Samd11,3,0.12155448303016286,0.9032518633633362,0.6666666666666666,0,-0.06622227659350409,-0.058913850752857044,-0.2876121036943219,0.14785912466666667,0.8822976798773213,0.5944354391100964,0.29802840131679287,0.9999814863457843
Gm26840,3,-0.12153347616134243,0.9032685010707249,0.6666666666666666,0,-0.04474062735104159,-0.12270798269800309,-0.10231185835512169,0.09079795900000001,0.7236982032589802,0.7881676536665678,0.510793996532061,0.9999814863457843
Adam17,3,0.12152448658307483,0.903275620944071,0.6666666666666666,0,-0.016766675639930877,-0.03270054096551611,0.11809703771239022,-0.13569652366666674,0.8812108578925725,0.29866178853175623,0.8104500896731885,0.9999814863457843
Kif28,2,-0.12152032473958667,0.9032789171857099,0.5,0,-0.051558443972461496,,-0.12565531527825632,0.022538427333333333,,0.5691505269623369,0.7581189379096206,0.9999814863457843
Gm11427,2,0.1214915696792742,0.9033016916646055,0.5,0,-0.018449726684417952,,-0.09963169703550256,0.06273224366666666,,0.5963396704132683,0.555646658426679,0.9999814863457843
Gm42602,2,0.1214468875543182,0.9033370807975144,1.0,0,0.0075968057102504885,,0.003868290753834297,0.01132532066666668,,0.9737274520666372,0.8966479198423628,0.9999814863457843
Irf9,3,-0.12141900145615217,0.9033591672400056,0.6666666666666666,0,-0.07378783366526116,0.07251099737830202,-0.16267873737408545,-0.13119576100000008,0.7988012226976648,0.6383920262551731,0.6568128525732836,0.9999814863457843
Gm28869,2,-0.12138090865467899,0.9033893377512754,0.5,0,0.04046189825082269,,-0.11134307016502129,0.19226686666666667,,0.5000000000000001,0.6935688605885946,0.9999814863457843
Gm45477,2,0.12138029960262624,0.9033898201378229,0.5,0,-0.003170138567971867,,0.20241697853072219,-0.20875725566666592,,0.35924089117499697,0.5539356389171047,0.9999814863457843
Nod1,3,0.12126549814347767,0.9034807467951464,0.6666666666666666,0,-0.051353154881979335,-0.010954953803404166,-0.24476588217586714,0.1016613713333333,0.9608204585339312,0.5582928406966099,0.3803462832791088,0.9999814863457843
AA914427,3,0.12126168442767503,0.903483767409407,0.6666666666666666,0,-0.07126192783872913,0.3026781444088811,0.10276452340826492,-0.6192284513333334,0.5327914891477553,0.752542002334054,0.20808687147422353,0.9999814863457843
Gm4593,2,-0.12124774863513509,0.9034948051220094,0.5,0,0.00842766904359657,,-0.4514864952461403,0.46834183333333346,,0.13014825913658756,0.28047554060869173,0.9999814863457843
Plcxd3,3,0.12121479540813367,0.903520905487798,0.6666666666666666,0,0.0984703539560341,-0.0010508528646493431,-0.07746746793391512,0.37392938266666675,0.9971165523792139,0.8537243191974011,0.6491282401036933,0.9999814863457843
Gm38187,2,0.12115701079687713,0.903566673624081,0.5,0,-0.0002824210322141668,,0.04172798093557159,-0.042292822999999924,,0.7590176241027321,0.925057914071553,0.9999814863457843
Wdr37,3,-0.12110073114904216,0.9036112500664015,0.6666666666666666,0,0.06898801193313749,-0.0851787581980048,0.042769657664083915,0.24937313633333336,0.7139659214921855,0.8318453422958385,0.7695242742556742,0.9999814863457843
Tigd5,3,0.12105636937021369,0.9036463871435202,0.6666666666666666,0,-0.04876622473418621,0.04592387957187949,-0.24963097744110474,0.057408423666666625,0.7389474379558868,0.243361027521547,0.578646230591369,0.9999814863457843
Gm45354,2,0.12104548484718837,0.9036550083398306,0.5,0,-0.03341959349093626,,0.10427574635146053,-0.17111493333333305,,0.5000000000000001,0.6932491850790974,0.9999814863457843
Mfap5,2,0.1209714132465732,0.9037136778002512,0.5,0,-0.031125372434913152,,-0.06797357853649297,0.005722833666666666,,0.7096641195777753,0.6454006624102688,0.9999814863457843
Tusc2,3,0.12091033839244057,0.9037620533989894,0.6666666666666666,0,0.013780030138646815,-0.01802448007003754,0.04087751881931201,0.018487051666665977,0.8126795535673523,0.3375930469832584,0.9948155681532732,0.9999814863457843
Htr5a,3,-0.12086988237122502,0.9037940976222641,0.6666666666666666,0,0.16864665885245733,-0.11099079683292778,0.14377707705696618,0.4731536963333336,0.3527281402008926,0.41139742998656026,0.33317208657061836,0.9999814863457843
Zbtb21,3,0.12085923833787893,0.9038025285263486,0.6666666666666666,0,-0.2014044570138549,0.18430012343598,-0.08455865614421132,-0.7039548383333334,0.3465713580449248,0.3824420147841709,0.3420035879028208,0.9999814863457843
Crnkl1,3,-0.12084548769721702,0.9038134201216348,0.6666666666666666,0,0.04866786661376624,-0.09171612432477971,0.05831147083274324,0.1794082533333352,0.7272395244622009,0.7372835515915424,0.875891856231952,0.9999814863457843
